"Answer.time_in_minutes","item_number","first_response_value","wrong_attempts","condition","list_number","trial_sequence_total","Answer.condition","workerid","block_sequence","response"
14.63795,"113",NA,NA,"FILL","3",22,"undefined",96,12,0.94
14.63795,"128",NA,NA,"UNGRAM","3",23,"undefined",96,12,0
14.63795,"37",NA,NA,"CNPC","3",24,"undefined",96,12,0.13
14.63795,"39",NA,NA,"WH","3",25,"undefined",96,12,0.84
14.63795,"102",NA,NA,"FILL","3",26,"undefined",96,13,0.98
14.63795,"4",NA,NA,"CNPC","3",27,"undefined",96,13,0.26
14.63795,"6",NA,NA,"WH","3",28,"undefined",96,13,0.82
14.63795,"5",NA,NA,"SUBJ","3",29,"undefined",96,13,0.16
14.63795,"117",NA,NA,"UNGRAM","3",30,"undefined",96,13,0
14.63795,"16",NA,NA,"CNPC","3",31,"undefined",96,14,0.21
14.63795,"18",NA,NA,"WH","3",32,"undefined",96,14,0.81
14.63795,"121",NA,NA,"UNGRAM","3",33,"undefined",96,14,0.01
14.63795,"106",NA,NA,"FILL","3",34,"undefined",96,14,0.98
14.63795,"17",NA,NA,"SUBJ","3",35,"undefined",96,14,0.16
14.63795,"116",NA,NA,"UNGRAM","3",36,"undefined",96,15,0
14.63795,"3",NA,NA,"WH","3",37,"undefined",96,15,0.93
14.63795,"101",NA,NA,"FILL","3",38,"undefined",96,15,1
14.63795,"2",NA,NA,"SUBJ","3",39,"undefined",96,15,0.11
14.63795,"1",NA,NA,"CNPC","3",40,"undefined",96,15,0.32
14.63795,"122",NA,NA,"UNGRAM","3",41,"undefined",96,16,0.02
14.63795,"107",NA,NA,"FILL","3",42,"undefined",96,16,0.94
14.63795,"20",NA,NA,"SUBJ","3",43,"undefined",96,16,0.15
14.63795,"19",NA,NA,"CNPC","3",44,"undefined",96,16,0.09
14.63795,"21",NA,NA,"WH","3",45,"undefined",96,16,0.25
14.63795,"119",NA,NA,"UNGRAM","3",46,"undefined",96,3,0.01
14.63795,"11",NA,NA,"SUBJ","3",47,"undefined",96,3,0.2
14.63795,"10",NA,NA,"CNPC","3",48,"undefined",96,3,0.16
14.63795,"12",NA,NA,"WH","3",49,"undefined",96,3,0.77
14.63795,"104",NA,NA,"FILL","3",50,"undefined",96,3,0.98
14.63795,"45",NA,NA,"WH","3",51,"undefined",96,4,0.19
14.63795,"115",NA,NA,"FILL","3",52,"undefined",96,4,0.91
14.63795,"43",NA,NA,"CNPC","3",53,"undefined",96,4,0.11
14.63795,"130",NA,NA,"UNGRAM","3",54,"undefined",96,4,0.02
14.63795,"44",NA,NA,"SUBJ","3",55,"undefined",96,4,0.23
14.63795,"111",NA,NA,"FILL","3",56,"undefined",96,5,0.98
14.63795,"33",NA,NA,"WH","3",57,"undefined",96,5,0.32
14.63795,"31",NA,NA,"CNPC","3",58,"undefined",96,5,0.08
14.63795,"32",NA,NA,"SUBJ","3",59,"undefined",96,5,0.18
14.63795,"126",NA,NA,"UNGRAM","3",60,"undefined",96,5,0.01
14.63795,"105",NA,NA,"FILL","3",61,"undefined",96,6,0.99
14.63795,"13",NA,NA,"CNPC","3",62,"undefined",96,6,0.12
14.63795,"120",NA,NA,"UNGRAM","3",63,"undefined",96,6,0.01
14.63795,"14",NA,NA,"SUBJ","3",64,"undefined",96,6,0.14
14.63795,"15",NA,NA,"WH","3",65,"undefined",96,6,0.74
14.63795,"36",NA,NA,"WH","3",66,"undefined",96,7,0.83
14.63795,"112",NA,NA,"FILL","3",67,"undefined",96,7,0.99
14.63795,"35",NA,NA,"SUBJ","3",68,"undefined",96,7,0.16
14.63795,"127",NA,NA,"UNGRAM","3",69,"undefined",96,7,0.01
14.63795,"34",NA,NA,"CNPC","3",70,"undefined",96,7,0.99
14.63795,"42",NA,NA,"WH","3",71,"undefined",96,8,0.17
14.63795,"41",NA,NA,"SUBJ","3",72,"undefined",96,8,0.19
14.63795,"114",NA,NA,"FILL","3",73,"undefined",96,8,0.28
14.63795,"129",NA,NA,"UNGRAM","3",74,"undefined",96,8,0
14.63795,"40",NA,NA,"CNPC","3",75,"undefined",96,8,0.18
17.62671667,"111",NA,NA,"FILL","3",1,"undefined",97,2,0.84
17.62671667,"33",NA,NA,"WH","3",2,"undefined",97,2,0.76
17.62671667,"126",NA,NA,"UNGRAM","3",3,"undefined",97,2,0
17.62671667,"32",NA,NA,"SUBJ","3",4,"undefined",97,2,0.76
17.62671667,"31",NA,NA,"CNPC","3",5,"undefined",97,2,0.53
17.62671667,"12",NA,NA,"WH","3",6,"undefined",97,9,0.82
17.62671667,"11",NA,NA,"SUBJ","3",7,"undefined",97,9,0.82
17.62671667,"119",NA,NA,"UNGRAM","3",8,"undefined",97,9,0
17.62671667,"10",NA,NA,"CNPC","3",9,"undefined",97,9,0.5
17.62671667,"104",NA,NA,"FILL","3",10,"undefined",97,9,1
17.62671667,"22",NA,NA,"CNPC","3",11,"undefined",97,10,0.24
17.62671667,"108",NA,NA,"FILL","3",12,"undefined",97,10,0.99
17.62671667,"23",NA,NA,"SUBJ","3",13,"undefined",97,10,0.85
17.62671667,"24",NA,NA,"WH","3",14,"undefined",97,10,0.84
17.62671667,"123",NA,NA,"UNGRAM","3",15,"undefined",97,10,0
17.62671667,"124",NA,NA,"UNGRAM","3",16,"undefined",97,11,0
17.62671667,"27",NA,NA,"WH","3",17,"undefined",97,11,0.68
17.62671667,"109",NA,NA,"FILL","3",18,"undefined",97,11,1
17.62671667,"25",NA,NA,"CNPC","3",19,"undefined",97,11,0.63
17.62671667,"26",NA,NA,"SUBJ","3",20,"undefined",97,11,0.7
17.62671667,"30",NA,NA,"WH","3",21,"undefined",97,12,0.95
17.62671667,"110",NA,NA,"FILL","3",22,"undefined",97,12,1
17.62671667,"29",NA,NA,"SUBJ","3",23,"undefined",97,12,0.76
17.62671667,"28",NA,NA,"CNPC","3",24,"undefined",97,12,0.75
17.62671667,"125",NA,NA,"UNGRAM","3",25,"undefined",97,12,0
17.62671667,"128",NA,NA,"UNGRAM","3",26,"undefined",97,13,0
17.62671667,"37",NA,NA,"CNPC","3",27,"undefined",97,13,0.49
17.62671667,"38",NA,NA,"SUBJ","3",28,"undefined",97,13,0.56
17.62671667,"39",NA,NA,"WH","3",29,"undefined",97,13,0.98
17.62671667,"113",NA,NA,"FILL","3",30,"undefined",97,13,1
17.62671667,"43",NA,NA,"CNPC","3",31,"undefined",97,14,0.62
17.62671667,"44",NA,NA,"SUBJ","3",32,"undefined",97,14,0.64
17.62671667,"115",NA,NA,"FILL","3",33,"undefined",97,14,0.99
17.62671667,"130",NA,NA,"UNGRAM","3",34,"undefined",97,14,0
17.62671667,"45",NA,NA,"WH","3",35,"undefined",97,14,0.76
17.62671667,"114",NA,NA,"FILL","3",36,"undefined",97,15,1
17.62671667,"41",NA,NA,"SUBJ","3",37,"undefined",97,15,0.77
17.62671667,"129",NA,NA,"UNGRAM","3",38,"undefined",97,15,0
17.62671667,"42",NA,NA,"WH","3",39,"undefined",97,15,0.48
17.62671667,"40",NA,NA,"CNPC","3",40,"undefined",97,15,0.78
17.62671667,"20",NA,NA,"SUBJ","3",41,"undefined",97,16,0.76
17.62671667,"21",NA,NA,"WH","3",42,"undefined",97,16,0.98
17.62671667,"107",NA,NA,"FILL","3",43,"undefined",97,16,0.99
17.62671667,"122",NA,NA,"UNGRAM","3",44,"undefined",97,16,0
17.62671667,"19",NA,NA,"CNPC","3",45,"undefined",97,16,0.68
17.62671667,"9",NA,NA,"WH","3",46,"undefined",97,3,0.84
17.62671667,"8",NA,NA,"SUBJ","3",47,"undefined",97,3,0.7
17.62671667,"7",NA,NA,"CNPC","3",48,"undefined",97,3,0.55
17.62671667,"118",NA,NA,"UNGRAM","3",49,"undefined",97,3,0.01
17.62671667,"103",NA,NA,"FILL","3",50,"undefined",97,3,0.99
17.62671667,"35",NA,NA,"SUBJ","3",51,"undefined",97,4,0.63
17.62671667,"34",NA,NA,"CNPC","3",52,"undefined",97,4,0.74
17.62671667,"112",NA,NA,"FILL","3",53,"undefined",97,4,1
17.62671667,"127",NA,NA,"UNGRAM","3",54,"undefined",97,4,0
17.62671667,"36",NA,NA,"WH","3",55,"undefined",97,4,0.73
17.62671667,"5",NA,NA,"SUBJ","3",56,"undefined",97,5,0.66
17.62671667,"117",NA,NA,"UNGRAM","3",57,"undefined",97,5,0
17.62671667,"102",NA,NA,"FILL","3",58,"undefined",97,5,0.99
17.62671667,"4",NA,NA,"CNPC","3",59,"undefined",97,5,0.75
17.62671667,"6",NA,NA,"WH","3",60,"undefined",97,5,1
17.62671667,"116",NA,NA,"UNGRAM","3",61,"undefined",97,6,0
17.62671667,"2",NA,NA,"SUBJ","3",62,"undefined",97,6,0.75
17.62671667,"1",NA,NA,"CNPC","3",63,"undefined",97,6,0.76
17.62671667,"101",NA,NA,"FILL","3",64,"undefined",97,6,1
17.62671667,"3",NA,NA,"WH","3",65,"undefined",97,6,1
17.62671667,"120",NA,NA,"UNGRAM","3",66,"undefined",97,7,0
17.62671667,"105",NA,NA,"FILL","3",67,"undefined",97,7,0.99
17.62671667,"15",NA,NA,"WH","3",68,"undefined",97,7,0.74
17.62671667,"13",NA,NA,"CNPC","3",69,"undefined",97,7,0.78
17.62671667,"14",NA,NA,"SUBJ","3",70,"undefined",97,7,0.78
17.62671667,"18",NA,NA,"WH","3",71,"undefined",97,8,0.99
17.62671667,"106",NA,NA,"FILL","3",72,"undefined",97,8,0.99
17.62671667,"17",NA,NA,"SUBJ","3",73,"undefined",97,8,0.78
17.62671667,"121",NA,NA,"UNGRAM","3",74,"undefined",97,8,0
17.62671667,"16",NA,NA,"CNPC","3",75,"undefined",97,8,0.65
13.51073333,"25",NA,NA,"CNPC","3",1,"undefined",98,2,0.76
13.51073333,"109",NA,NA,"FILL","3",2,"undefined",98,2,0.98
13.51073333,"124",NA,NA,"UNGRAM","3",3,"undefined",98,2,0.16
13.51073333,"26",NA,NA,"SUBJ","3",4,"undefined",98,2,0.18
13.51073333,"27",NA,NA,"WH","3",5,"undefined",98,2,0.42
13.51073333,"127",NA,NA,"UNGRAM","3",6,"undefined",98,9,0.34
13.51073333,"36",NA,NA,"WH","3",7,"undefined",98,9,0.5
13.51073333,"35",NA,NA,"SUBJ","3",8,"undefined",98,9,0.61
13.51073333,"112",NA,NA,"FILL","3",9,"undefined",98,9,0.99
13.51073333,"34",NA,NA,"CNPC","3",10,"undefined",98,9,0.33
13.51073333,"1",NA,NA,"CNPC","3",11,"undefined",98,10,0.27
13.51073333,"2",NA,NA,"SUBJ","3",12,"undefined",98,10,0.43
13.51073333,"116",NA,NA,"UNGRAM","3",13,"undefined",98,10,0.18
13.51073333,"3",NA,NA,"WH","3",14,"undefined",98,10,0.58
13.51073333,"101",NA,NA,"FILL","3",15,"undefined",98,10,0.99
13.51073333,"114",NA,NA,"FILL","3",16,"undefined",98,11,0.72
13.51073333,"41",NA,NA,"SUBJ","3",17,"undefined",98,11,0.4
13.51073333,"42",NA,NA,"WH","3",18,"undefined",98,11,0.68
13.51073333,"129",NA,NA,"UNGRAM","3",19,"undefined",98,11,0.21
13.51073333,"40",NA,NA,"CNPC","3",20,"undefined",98,11,0.39
13.51073333,"103",NA,NA,"FILL","3",21,"undefined",98,12,0.98
13.51073333,"7",NA,NA,"CNPC","3",22,"undefined",98,12,0.69
13.51073333,"8",NA,NA,"SUBJ","3",23,"undefined",98,12,0.28
13.51073333,"9",NA,NA,"WH","3",24,"undefined",98,12,0.03
13.51073333,"118",NA,NA,"UNGRAM","3",25,"undefined",98,12,0.01
13.51073333,"18",NA,NA,"WH","3",26,"undefined",98,13,0.27
13.51073333,"121",NA,NA,"UNGRAM","3",27,"undefined",98,13,0.3
13.51073333,"16",NA,NA,"CNPC","3",28,"undefined",98,13,0.69
13.51073333,"17",NA,NA,"SUBJ","3",29,"undefined",98,13,0.58
13.51073333,"106",NA,NA,"FILL","3",30,"undefined",98,13,0.97
13.51073333,"5",NA,NA,"SUBJ","3",31,"undefined",98,14,0.19
13.51073333,"117",NA,NA,"UNGRAM","3",32,"undefined",98,14,0.02
13.51073333,"102",NA,NA,"FILL","3",33,"undefined",98,14,0.98
13.51073333,"4",NA,NA,"CNPC","3",34,"undefined",98,14,0.77
13.51073333,"6",NA,NA,"WH","3",35,"undefined",98,14,0.98
13.51073333,"33",NA,NA,"WH","3",36,"undefined",98,15,0.88
13.51073333,"31",NA,NA,"CNPC","3",37,"undefined",98,15,0.87
13.51073333,"126",NA,NA,"UNGRAM","3",38,"undefined",98,15,0.04
13.51073333,"111",NA,NA,"FILL","3",39,"undefined",98,15,0.99
13.51073333,"32",NA,NA,"SUBJ","3",40,"undefined",98,15,0.5
13.51073333,"23",NA,NA,"SUBJ","3",41,"undefined",98,16,0.71
13.51073333,"108",NA,NA,"FILL","3",42,"undefined",98,16,0.99
13.51073333,"24",NA,NA,"WH","3",43,"undefined",98,16,0.72
13.51073333,"123",NA,NA,"UNGRAM","3",44,"undefined",98,16,0.12
13.51073333,"22",NA,NA,"CNPC","3",45,"undefined",98,16,0.27
13.51073333,"107",NA,NA,"FILL","3",46,"undefined",98,3,0.98
13.51073333,"21",NA,NA,"WH","3",47,"undefined",98,3,0.61
13.51073333,"122",NA,NA,"UNGRAM","3",48,"undefined",98,3,0.01
13.51073333,"19",NA,NA,"CNPC","3",49,"undefined",98,3,0.31
13.51073333,"20",NA,NA,"SUBJ","3",50,"undefined",98,3,0.35
13.51073333,"119",NA,NA,"UNGRAM","3",51,"undefined",98,4,0.21
13.51073333,"10",NA,NA,"CNPC","3",52,"undefined",98,4,0.21
13.51073333,"104",NA,NA,"FILL","3",53,"undefined",98,4,0.99
13.51073333,"12",NA,NA,"WH","3",54,"undefined",98,4,0.57
13.51073333,"11",NA,NA,"SUBJ","3",55,"undefined",98,4,0.41
13.51073333,"43",NA,NA,"CNPC","3",56,"undefined",98,5,0.34
13.51073333,"130",NA,NA,"UNGRAM","3",57,"undefined",98,5,0.14
13.51073333,"115",NA,NA,"FILL","3",58,"undefined",98,5,0.97
13.51073333,"45",NA,NA,"WH","3",59,"undefined",98,5,0.45
13.51073333,"44",NA,NA,"SUBJ","3",60,"undefined",98,5,0.23
13.51073333,"120",NA,NA,"UNGRAM","3",61,"undefined",98,6,0.02
13.51073333,"105",NA,NA,"FILL","3",62,"undefined",98,6,0.97
13.51073333,"14",NA,NA,"SUBJ","3",63,"undefined",98,6,0.29
13.51073333,"15",NA,NA,"WH","3",64,"undefined",98,6,0.34
13.51073333,"13",NA,NA,"CNPC","3",65,"undefined",98,6,0.54
13.51073333,"37",NA,NA,"CNPC","3",66,"undefined",98,7,0.71
13.51073333,"38",NA,NA,"SUBJ","3",67,"undefined",98,7,0.4
13.51073333,"39",NA,NA,"WH","3",68,"undefined",98,7,0.38
13.51073333,"113",NA,NA,"FILL","3",69,"undefined",98,7,0.98
13.51073333,"128",NA,NA,"UNGRAM","3",70,"undefined",98,7,0.15
13.51073333,"125",NA,NA,"UNGRAM","3",71,"undefined",98,8,0.02
13.51073333,"110",NA,NA,"FILL","3",72,"undefined",98,8,0.97
13.51073333,"28",NA,NA,"CNPC","3",73,"undefined",98,8,0.76
13.51073333,"30",NA,NA,"WH","3",74,"undefined",98,8,0.31
13.51073333,"29",NA,NA,"SUBJ","3",75,"undefined",98,8,0.28
12.71835,"119",NA,NA,"UNGRAM","3",1,"undefined",100,2,0
12.71835,"11",NA,NA,"SUBJ","3",2,"undefined",100,2,0
12.71835,"104",NA,NA,"FILL","3",3,"undefined",100,2,1
12.71835,"10",NA,NA,"CNPC","3",4,"undefined",100,2,0.21
12.71835,"12",NA,NA,"WH","3",5,"undefined",100,2,0.85
12.71835,"113",NA,NA,"FILL","3",6,"undefined",100,9,1
12.71835,"38",NA,NA,"SUBJ","3",7,"undefined",100,9,0
12.71835,"128",NA,NA,"UNGRAM","3",8,"undefined",100,9,0
12.71835,"39",NA,NA,"WH","3",9,"undefined",100,9,0.6
12.71835,"37",NA,NA,"CNPC","3",10,"undefined",100,9,0
12.71835,"23",NA,NA,"SUBJ","3",11,"undefined",100,10,0.59
12.71835,"108",NA,NA,"FILL","3",12,"undefined",100,10,1
12.71835,"22",NA,NA,"CNPC","3",13,"undefined",100,10,0.22
12.71835,"24",NA,NA,"WH","3",14,"undefined",100,10,0.75
12.71835,"123",NA,NA,"UNGRAM","3",15,"undefined",100,10,0
12.71835,"31",NA,NA,"CNPC","3",16,"undefined",100,11,0.13
12.71835,"32",NA,NA,"SUBJ","3",17,"undefined",100,11,0.03
12.71835,"126",NA,NA,"UNGRAM","3",18,"undefined",100,11,0
12.71835,"111",NA,NA,"FILL","3",19,"undefined",100,11,1
12.71835,"33",NA,NA,"WH","3",20,"undefined",100,11,0.86
12.71835,"125",NA,NA,"UNGRAM","3",21,"undefined",100,12,0
12.71835,"110",NA,NA,"FILL","3",22,"undefined",100,12,1
12.71835,"28",NA,NA,"CNPC","3",23,"undefined",100,12,0.86
12.71835,"29",NA,NA,"SUBJ","3",24,"undefined",100,12,0.64
12.71835,"30",NA,NA,"WH","3",25,"undefined",100,12,1
12.71835,"109",NA,NA,"FILL","3",26,"undefined",100,13,1
12.71835,"124",NA,NA,"UNGRAM","3",27,"undefined",100,13,0
12.71835,"25",NA,NA,"CNPC","3",28,"undefined",100,13,0.75
12.71835,"26",NA,NA,"SUBJ","3",29,"undefined",100,13,0.87
12.71835,"27",NA,NA,"WH","3",30,"undefined",100,13,0.92
12.71835,"122",NA,NA,"UNGRAM","3",31,"undefined",100,14,0
12.71835,"20",NA,NA,"SUBJ","3",32,"undefined",100,14,0.9
12.71835,"107",NA,NA,"FILL","3",33,"undefined",100,14,1
12.71835,"19",NA,NA,"CNPC","3",34,"undefined",100,14,0.87
12.71835,"21",NA,NA,"WH","3",35,"undefined",100,14,0.84
12.71835,"15",NA,NA,"WH","3",36,"undefined",100,15,0.93
12.71835,"14",NA,NA,"SUBJ","3",37,"undefined",100,15,0.69
12.71835,"120",NA,NA,"UNGRAM","3",38,"undefined",100,15,0
12.71835,"13",NA,NA,"CNPC","3",39,"undefined",100,15,0.85
12.71835,"105",NA,NA,"FILL","3",40,"undefined",100,15,1
12.71835,"114",NA,NA,"FILL","3",41,"undefined",100,16,1
12.71835,"41",NA,NA,"SUBJ","3",42,"undefined",100,16,0.37
12.71835,"40",NA,NA,"CNPC","3",43,"undefined",100,16,0.67
12.71835,"129",NA,NA,"UNGRAM","3",44,"undefined",100,16,0
12.71835,"42",NA,NA,"WH","3",45,"undefined",100,16,0.9
12.71835,"34",NA,NA,"CNPC","3",46,"undefined",100,3,1
12.71835,"36",NA,NA,"WH","3",47,"undefined",100,3,0.96
12.71835,"127",NA,NA,"UNGRAM","3",48,"undefined",100,3,0
12.71835,"35",NA,NA,"SUBJ","3",49,"undefined",100,3,0
12.71835,"112",NA,NA,"FILL","3",50,"undefined",100,3,1
12.71835,"17",NA,NA,"SUBJ","3",51,"undefined",100,4,0.17
12.71835,"121",NA,NA,"UNGRAM","3",52,"undefined",100,4,0
12.71835,"16",NA,NA,"CNPC","3",53,"undefined",100,4,0.81
12.71835,"106",NA,NA,"FILL","3",54,"undefined",100,4,1
12.71835,"18",NA,NA,"WH","3",55,"undefined",100,4,0.28
12.71835,"6",NA,NA,"WH","3",56,"undefined",100,5,1
12.71835,"4",NA,NA,"CNPC","3",57,"undefined",100,5,0.45
12.71835,"5",NA,NA,"SUBJ","3",58,"undefined",100,5,0
12.71835,"102",NA,NA,"FILL","3",59,"undefined",100,5,1
12.71835,"117",NA,NA,"UNGRAM","3",60,"undefined",100,5,0
12.71835,"8",NA,NA,"SUBJ","3",61,"undefined",100,6,0.6
12.71835,"9",NA,NA,"WH","3",62,"undefined",100,6,1
12.71835,"118",NA,NA,"UNGRAM","3",63,"undefined",100,6,0
12.71835,"7",NA,NA,"CNPC","3",64,"undefined",100,6,0.59
12.71835,"103",NA,NA,"FILL","3",65,"undefined",100,6,1
12.71835,"43",NA,NA,"CNPC","3",66,"undefined",100,7,0.55
12.71835,"45",NA,NA,"WH","3",67,"undefined",100,7,1
12.71835,"115",NA,NA,"FILL","3",68,"undefined",100,7,1
12.71835,"44",NA,NA,"SUBJ","3",69,"undefined",100,7,0.12
12.71835,"130",NA,NA,"UNGRAM","3",70,"undefined",100,7,0
12.71835,"2",NA,NA,"SUBJ","3",71,"undefined",100,8,0.7
12.71835,"3",NA,NA,"WH","3",72,"undefined",100,8,0.92
12.71835,"101",NA,NA,"FILL","3",73,"undefined",100,8,1
12.71835,"1",NA,NA,"CNPC","3",74,"undefined",100,8,0.57
12.71835,"116",NA,NA,"UNGRAM","3",75,"undefined",100,8,0
8.246116667,"41",NA,NA,"SUBJ","3",1,"undefined",102,2,0.07
8.246116667,"42",NA,NA,"WH","3",2,"undefined",102,2,0.1
8.246116667,"129",NA,NA,"UNGRAM","3",3,"undefined",102,2,0
8.246116667,"40",NA,NA,"CNPC","3",4,"undefined",102,2,0.71
8.246116667,"114",NA,NA,"FILL","3",5,"undefined",102,2,0.74
8.246116667,"15",NA,NA,"WH","3",6,"undefined",102,9,0.18
8.246116667,"105",NA,NA,"FILL","3",7,"undefined",102,9,0.88
8.246116667,"120",NA,NA,"UNGRAM","3",8,"undefined",102,9,0.04
8.246116667,"14",NA,NA,"SUBJ","3",9,"undefined",102,9,0.61
8.246116667,"13",NA,NA,"CNPC","3",10,"undefined",102,9,0.17
8.246116667,"3",NA,NA,"WH","3",11,"undefined",102,10,0.84
8.246116667,"116",NA,NA,"UNGRAM","3",12,"undefined",102,10,0.05
8.246116667,"2",NA,NA,"SUBJ","3",13,"undefined",102,10,0.77
8.246116667,"101",NA,NA,"FILL","3",14,"undefined",102,10,0.95
8.246116667,"1",NA,NA,"CNPC","3",15,"undefined",102,10,0.67
8.246116667,"6",NA,NA,"WH","3",16,"undefined",102,11,0.73
8.246116667,"4",NA,NA,"CNPC","3",17,"undefined",102,11,0.31
8.246116667,"102",NA,NA,"FILL","3",18,"undefined",102,11,0.95
8.246116667,"5",NA,NA,"SUBJ","3",19,"undefined",102,11,0.37
8.246116667,"117",NA,NA,"UNGRAM","3",20,"undefined",102,11,0.01
8.246116667,"113",NA,NA,"FILL","3",21,"undefined",102,12,0.76
8.246116667,"128",NA,NA,"UNGRAM","3",22,"undefined",102,12,0.02
8.246116667,"39",NA,NA,"WH","3",23,"undefined",102,12,0.8
8.246116667,"38",NA,NA,"SUBJ","3",24,"undefined",102,12,0.72
8.246116667,"37",NA,NA,"CNPC","3",25,"undefined",102,12,0.1
8.246116667,"110",NA,NA,"FILL","3",26,"undefined",102,13,0.96
8.246116667,"28",NA,NA,"CNPC","3",27,"undefined",102,13,0.3
8.246116667,"29",NA,NA,"SUBJ","3",28,"undefined",102,13,0.8
8.246116667,"125",NA,NA,"UNGRAM","3",29,"undefined",102,13,0.01
8.246116667,"30",NA,NA,"WH","3",30,"undefined",102,13,0.66
8.246116667,"9",NA,NA,"WH","3",31,"undefined",102,14,0
8.246116667,"118",NA,NA,"UNGRAM","3",32,"undefined",102,14,0
8.246116667,"7",NA,NA,"CNPC","3",33,"undefined",102,14,0.6
8.246116667,"103",NA,NA,"FILL","3",34,"undefined",102,14,0.99
8.246116667,"8",NA,NA,"SUBJ","3",35,"undefined",102,14,0.75
8.246116667,"109",NA,NA,"FILL","3",36,"undefined",102,15,0.92
8.246116667,"26",NA,NA,"SUBJ","3",37,"undefined",102,15,0.72
8.246116667,"124",NA,NA,"UNGRAM","3",38,"undefined",102,15,0
8.246116667,"27",NA,NA,"WH","3",39,"undefined",102,15,0.89
8.246116667,"25",NA,NA,"CNPC","3",40,"undefined",102,15,0.61
8.246116667,"22",NA,NA,"CNPC","3",41,"undefined",102,16,0.33
8.246116667,"108",NA,NA,"FILL","3",42,"undefined",102,16,0.98
8.246116667,"123",NA,NA,"UNGRAM","3",43,"undefined",102,16,0
8.246116667,"23",NA,NA,"SUBJ","3",44,"undefined",102,16,0.81
8.246116667,"24",NA,NA,"WH","3",45,"undefined",102,16,0.62
8.246116667,"19",NA,NA,"CNPC","3",46,"undefined",102,3,0.29
8.246116667,"20",NA,NA,"SUBJ","3",47,"undefined",102,3,0.76
8.246116667,"107",NA,NA,"FILL","3",48,"undefined",102,3,0.96
8.246116667,"122",NA,NA,"UNGRAM","3",49,"undefined",102,3,0
8.246116667,"21",NA,NA,"WH","3",50,"undefined",102,3,0.89
8.246116667,"16",NA,NA,"CNPC","3",51,"undefined",102,4,0.66
8.246116667,"106",NA,NA,"FILL","3",52,"undefined",102,4,0.96
8.246116667,"18",NA,NA,"WH","3",53,"undefined",102,4,0.81
8.246116667,"121",NA,NA,"UNGRAM","3",54,"undefined",102,4,0
8.246116667,"17",NA,NA,"SUBJ","3",55,"undefined",102,4,0.77
8.246116667,"112",NA,NA,"FILL","3",56,"undefined",102,5,0.6
8.246116667,"35",NA,NA,"SUBJ","3",57,"undefined",102,5,0.69
8.246116667,"127",NA,NA,"UNGRAM","3",58,"undefined",102,5,0
8.246116667,"34",NA,NA,"CNPC","3",59,"undefined",102,5,0.64
8.246116667,"36",NA,NA,"WH","3",60,"undefined",102,5,0.81
8.246116667,"126",NA,NA,"UNGRAM","3",61,"undefined",102,6,0
8.246116667,"31",NA,NA,"CNPC","3",62,"undefined",102,6,0.3
8.246116667,"32",NA,NA,"SUBJ","3",63,"undefined",102,6,0.66
8.246116667,"33",NA,NA,"WH","3",64,"undefined",102,6,0.79
8.246116667,"111",NA,NA,"FILL","3",65,"undefined",102,6,0.98
8.246116667,"45",NA,NA,"WH","3",66,"undefined",102,7,0.72
8.246116667,"43",NA,NA,"CNPC","3",67,"undefined",102,7,0.34
8.246116667,"44",NA,NA,"SUBJ","3",68,"undefined",102,7,0.69
8.246116667,"130",NA,NA,"UNGRAM","3",69,"undefined",102,7,0
8.246116667,"115",NA,NA,"FILL","3",70,"undefined",102,7,0.91
8.246116667,"104",NA,NA,"FILL","3",71,"undefined",102,8,0.96
8.246116667,"11",NA,NA,"SUBJ","3",72,"undefined",102,8,0.68
8.246116667,"119",NA,NA,"UNGRAM","3",73,"undefined",102,8,0
8.246116667,"10",NA,NA,"CNPC","3",74,"undefined",102,8,0.18
8.246116667,"12",NA,NA,"WH","3",75,"undefined",102,8,0.94
4.181183333,"28",NA,NA,"CNPC","3",1,"undefined",103,2,0.11
4.181183333,"125",NA,NA,"UNGRAM","3",2,"undefined",103,2,0.15
4.181183333,"110",NA,NA,"FILL","3",3,"undefined",103,2,0.95
4.181183333,"30",NA,NA,"WH","3",4,"undefined",103,2,0.12
4.181183333,"29",NA,NA,"SUBJ","3",5,"undefined",103,2,0
4.181183333,"10",NA,NA,"CNPC","3",6,"undefined",103,9,0.99
4.181183333,"119",NA,NA,"UNGRAM","3",7,"undefined",103,9,0.06
4.181183333,"11",NA,NA,"SUBJ","3",8,"undefined",103,9,0.09
4.181183333,"104",NA,NA,"FILL","3",9,"undefined",103,9,0.87
4.181183333,"12",NA,NA,"WH","3",10,"undefined",103,9,0.89
4.181183333,"4",NA,NA,"CNPC","3",11,"undefined",103,10,0.17
4.181183333,"6",NA,NA,"WH","3",12,"undefined",103,10,0.82
4.181183333,"5",NA,NA,"SUBJ","3",13,"undefined",103,10,0.9
4.181183333,"102",NA,NA,"FILL","3",14,"undefined",103,10,0.95
4.181183333,"117",NA,NA,"UNGRAM","3",15,"undefined",103,10,0.07
4.181183333,"42",NA,NA,"WH","3",16,"undefined",103,11,0.88
4.181183333,"41",NA,NA,"SUBJ","3",17,"undefined",103,11,0.96
4.181183333,"114",NA,NA,"FILL","3",18,"undefined",103,11,0.87
4.181183333,"129",NA,NA,"UNGRAM","3",19,"undefined",103,11,0.1
4.181183333,"40",NA,NA,"CNPC","3",20,"undefined",103,11,0.96
