Answer.time_in_minutes,block_sequence,workerid,response,trial_sequence_total,Answer.condition,condition,first_response_value,wrong_attempts,list_number,item_number 
11.307083333333333,11,137,0.04,71,undefined,WH,,,2,37
11.307083333333333,11,137,0.04,72,undefined,CNPC,,,2,38
11.307083333333333,12,137,0.33,73,undefined,SUBJ,,,2,18
11.307083333333333,12,137,0.93,74,undefined,FILL,,,2,136
11.307083333333333,12,137,0.03,75,undefined,CNPC,,,2,17
11.307083333333333,12,137,0.84,76,undefined,FILL,,,2,121
11.307083333333333,12,137,0.78,77,undefined,WH,,,2,16
11.307083333333333,12,137,0.96,78,undefined,FILL,,,2,106
11.307083333333333,13,137,0.24,79,undefined,SUBJ,,,2,42
11.307083333333333,13,137,0.16,80,undefined,CNPC,,,2,41
11.307083333333333,13,137,0.93,81,undefined,FILL,,,2,129
11.307083333333333,13,137,0.97,82,undefined,FILL,,,2,144
11.307083333333333,13,137,0.94,83,undefined,FILL,,,2,114
11.307083333333333,13,137,0.94,84,undefined,WH,,,2,40
11.307083333333333,14,137,0.96,85,undefined,FILL,,,2,134
11.307083333333333,14,137,0.93,86,undefined,FILL,,,2,119
11.307083333333333,14,137,0.1,87,undefined,WH,,,2,10
11.307083333333333,14,137,0.12,88,undefined,CNPC,,,2,11
11.307083333333333,14,137,0.87,89,undefined,FILL,,,2,104
11.307083333333333,14,137,0.64,90,undefined,SUBJ,,,2,12
11.307083333333333,14,137,0,91,undefined,UNGRAM,,,99,994
11.307083333333333,14,137,1,92,undefined,FILL,,,99,994
11.307083333333333,15,137,1,93,undefined,FILL,,,2,122
11.307083333333333,15,137,0.9,94,undefined,FILL,,,2,137
11.307083333333333,15,137,0.82,95,undefined,FILL,,,2,107
11.307083333333333,15,137,0.06,96,undefined,WH,,,2,19
11.307083333333333,15,137,0.07,97,undefined,CNPC,,,2,20
11.307083333333333,15,137,0.13,98,undefined,SUBJ,,,2,21
17.646933333333333,practice,40,0.82,0,undefined,practice_good,,0,practice,practice_good
17.646933333333333,practice,40,0.3,0,undefined,practice_bad,,0,practice,practice_bad
17.646933333333333,1,40,0.38,1,undefined,WH,,,2,1
17.646933333333333,1,40,0.24,2,undefined,FILL,,,2,131
17.646933333333333,1,40,0.47,3,undefined,FILL,,,2,101
17.646933333333333,1,40,0.33,4,undefined,FILL,,,2,116
17.646933333333333,1,40,0.25,5,undefined,CNPC,,,2,2
17.646933333333333,1,40,0.55,6,undefined,SUBJ,,,2,3
17.646933333333333,1,40,0.27,7,undefined,UNGRAM,,,99,991
17.646933333333333,1,40,0.55,8,undefined,FILL,,,99,991
17.646933333333333,2,40,0.3,9,undefined,WH,,,2,19
17.646933333333333,2,40,0.57,10,undefined,FILL,,,2,107
17.646933333333333,2,40,0.26,11,undefined,FILL,,,2,122
17.646933333333333,2,40,0.63,12,undefined,CNPC,,,2,20
17.646933333333333,2,40,0.15,13,undefined,SUBJ,,,2,21
17.646933333333333,2,40,0.41,14,undefined,FILL,,,2,137
17.646933333333333,3,40,0.61,15,undefined,CNPC,,,2,38
17.646933333333333,3,40,0.57,16,undefined,FILL,,,2,128
17.646933333333333,3,40,0.34,17,undefined,FILL,,,2,143
17.646933333333333,3,40,0.34,18,undefined,WH,,,2,37
17.646933333333333,3,40,0.61,19,undefined,SUBJ,,,2,39
17.646933333333333,3,40,0.33,20,undefined,FILL,,,2,113
17.646933333333333,4,40,0.58,21,undefined,WH,,,2,28
17.646933333333333,4,40,0.3,22,undefined,FILL,,,2,125
17.646933333333333,4,40,0.39,23,undefined,CNPC,,,2,29
17.646933333333333,4,40,0.6,24,undefined,SUBJ,,,2,30
17.646933333333333,4,40,0.31,25,undefined,FILL,,,2,110
17.646933333333333,4,40,0.63,26,undefined,FILL,,,2,140
17.646933333333333,5,40,0.3,27,undefined,CNPC,,,2,41
17.646933333333333,5,40,0.48,28,undefined,FILL,,,2,129
17.646933333333333,5,40,0.6,29,undefined,WH,,,2,40
17.646933333333333,5,40,0.27,30,undefined,SUBJ,,,2,42
17.646933333333333,5,40,0.4,31,undefined,FILL,,,2,144
17.646933333333333,5,40,0.58,32,undefined,FILL,,,2,114
17.646933333333333,6,40,0.55,33,undefined,CNPC,,,2,14
17.646933333333333,6,40,0.29,34,undefined,FILL,,,2,135
17.646933333333333,6,40,0.63,35,undefined,FILL,,,2,105
17.646933333333333,6,40,0.27,36,undefined,FILL,,,2,120
17.646933333333333,6,40,0.61,37,undefined,WH,,,2,13
17.646933333333333,6,40,0.35,38,undefined,SUBJ,,,2,15
17.646933333333333,7,40,0.61,39,undefined,WH,,,2,7
17.646933333333333,7,40,0.39,40,undefined,FILL,,,2,103
17.646933333333333,7,40,0.62,41,undefined,SUBJ,,,2,9
17.646933333333333,7,40,0.41,42,undefined,FILL,,,2,133
17.646933333333333,7,40,0.31,43,undefined,FILL,,,2,118
17.646933333333333,7,40,0.6,44,undefined,CNPC,,,2,8
17.646933333333333,7,40,0.23,45,undefined,UNGRAM,,,99,993
17.646933333333333,7,40,0.3,46,undefined,FILL,,,99,993
17.646933333333333,8,40,0.65,47,undefined,WH,,,2,25
17.646933333333333,8,40,0.37,48,undefined,FILL,,,2,139
17.646933333333333,8,40,0.56,49,undefined,FILL,,,2,109
17.646933333333333,8,40,0.37,50,undefined,FILL,,,2,124
17.646933333333333,8,40,0.66,51,undefined,SUBJ,,,2,27
17.646933333333333,8,40,0.29,52,undefined,CNPC,,,2,26
17.646933333333333,9,40,0.52,53,undefined,WH,,,2,4
17.646933333333333,9,40,0.29,54,undefined,SUBJ,,,2,6
17.646933333333333,9,40,0.69,55,undefined,CNPC,,,2,5
17.646933333333333,9,40,0.6,56,undefined,FILL,,,2,102
17.646933333333333,9,40,0.34,57,undefined,FILL,,,2,117
17.646933333333333,9,40,0.53,58,undefined,FILL,,,2,132
17.646933333333333,9,40,0.33,59,undefined,UNGRAM,,,99,992
17.646933333333333,9,40,0.61,60,undefined,FILL,,,99,992
17.646933333333333,10,40,0.25,61,undefined,FILL,,,2,142
17.646933333333333,10,40,0.34,62,undefined,SUBJ,,,2,36
17.646933333333333,10,40,0.16,63,undefined,FILL,,,2,127
17.646933333333333,10,40,0.28,64,undefined,FILL,,,2,112
17.646933333333333,10,40,0.42,65,undefined,WH,,,2,34
17.646933333333333,10,40,0.34,66,undefined,CNPC,,,2,35
17.646933333333333,11,40,0.48,67,undefined,FILL,,,2,141
17.646933333333333,11,40,0.33,68,undefined,SUBJ,,,2,33
17.646933333333333,11,40,0.47,69,undefined,CNPC,,,2,32
17.646933333333333,11,40,0.31,70,undefined,FILL,,,2,126
17.646933333333333,11,40,0.4,71,undefined,WH,,,2,31
17.646933333333333,11,40,0.6,72,undefined,FILL,,,2,111
17.646933333333333,12,40,0.34,73,undefined,FILL,,,2,123
17.646933333333333,12,40,0.48,74,undefined,FILL,,,2,108
17.646933333333333,12,40,0.36,75,undefined,WH,,,2,22
17.646933333333333,12,40,0.31,76,undefined,FILL,,,2,138
17.646933333333333,12,40,0.22,77,undefined,CNPC,,,2,23
17.646933333333333,12,40,0.32,78,undefined,SUBJ,,,2,24
17.646933333333333,13,40,0.41,79,undefined,WH,,,2,10
17.646933333333333,13,40,0.29,80,undefined,FILL,,,2,104
17.646933333333333,13,40,0.24,81,undefined,SUBJ,,,2,12
17.646933333333333,13,40,0.36,82,undefined,FILL,,,2,119
17.646933333333333,13,40,0.51,83,undefined,CNPC,,,2,11
17.646933333333333,13,40,0.35,84,undefined,FILL,,,2,134
17.646933333333333,13,40,0.25,85,undefined,UNGRAM,,,99,994
17.646933333333333,13,40,0.29,86,undefined,FILL,,,99,994
17.646933333333333,14,40,0.2,87,undefined,FILL,,,2,121
17.646933333333333,14,40,0.24,88,undefined,FILL,,,2,106
17.646933333333333,14,40,0.37,89,undefined,WH,,,2,16
17.646933333333333,14,40,0.22,90,undefined,FILL,,,2,136
17.646933333333333,14,40,0.37,91,undefined,CNPC,,,2,17
17.646933333333333,14,40,0.57,92,undefined,SUBJ,,,2,18
17.646933333333333,15,40,0.34,93,undefined,CNPC,,,2,44
17.646933333333333,15,40,0.15,94,undefined,FILL,,,2,145
17.646933333333333,15,40,0.32,95,undefined,FILL,,,2,115
17.646933333333333,15,40,0.38,96,undefined,WH,,,2,43
17.646933333333333,15,40,0.55,97,undefined,FILL,,,2,130
17.646933333333333,15,40,0.3,98,undefined,SUBJ,,,2,45
16.751966666666668,practice,138,1,0,undefined,practice_good,,0,practice,practice_good
16.751966666666668,practice,138,0.05,0,undefined,practice_bad,,0,practice,practice_bad
16.751966666666668,1,138,0.25,1,undefined,CNPC,,,2,41
16.751966666666668,1,138,0.84,2,undefined,FILL,,,2,114
16.751966666666668,1,138,0.2,3,undefined,SUBJ,,,2,42
16.751966666666668,1,138,0.91,4,undefined,FILL,,,2,129
16.751966666666668,1,138,0.96,5,undefined,FILL,,,2,144
16.751966666666668,1,138,0.22,6,undefined,WH,,,2,40
16.751966666666668,2,138,0.97,7,undefined,FILL,,,2,102
16.751966666666668,2,138,0.79,8,undefined,WH,,,2,4
16.751966666666668,2,138,1,9,undefined,FILL,,,2,117
16.751966666666668,2,138,1,10,undefined,FILL,,,2,132
16.751966666666668,2,138,0.1,11,undefined,CNPC,,,2,5
16.751966666666668,2,138,0.11,12,undefined,SUBJ,,,2,6
16.751966666666668,2,138,0,13,undefined,UNGRAM,,,99,992
16.751966666666668,2,138,1,14,undefined,FILL,,,99,992
16.751966666666668,3,138,0.99,15,undefined,FILL,,,2,139
16.751966666666668,3,138,0.29,16,undefined,SUBJ,,,2,27
16.751966666666668,3,138,0.22,17,undefined,WH,,,2,25
16.751966666666668,3,138,1,18,undefined,FILL,,,2,124
16.751966666666668,3,138,0.95,19,undefined,FILL,,,2,109
16.751966666666668,3,138,0.16,20,undefined,CNPC,,,2,26
16.751966666666668,4,138,1,21,undefined,FILL,,,2,108
16.751966666666668,4,138,0.96,22,undefined,FILL,,,2,123
16.751966666666668,4,138,0.97,23,undefined,FILL,,,2,138
16.751966666666668,4,138,0.36,24,undefined,WH,,,2,22
16.751966666666668,4,138,0.23,25,undefined,SUBJ,,,2,24
16.751966666666668,4,138,0.27,26,undefined,CNPC,,,2,23
16.751966666666668,5,138,0.19,27,undefined,CNPC,,,2,35
16.751966666666668,5,138,1,28,undefined,FILL,,,2,127
16.751966666666668,5,138,0.95,29,undefined,FILL,,,2,142
16.751966666666668,5,138,0.17,30,undefined,SUBJ,,,2,36
16.751966666666668,5,138,0.23,31,undefined,WH,,,2,34
16.751966666666668,5,138,1,32,undefined,FILL,,,2,112
16.751966666666668,6,138,0.58,33,undefined,SUBJ,,,2,12
16.751966666666668,6,138,1,34,undefined,FILL,,,2,134
16.751966666666668,6,138,0.29,35,undefined,CNPC,,,2,11
16.751966666666668,6,138,0.97,36,undefined,FILL,,,2,104
16.751966666666668,6,138,0.73,37,undefined,WH,,,2,10
16.751966666666668,6,138,1,38,undefined,FILL,,,2,119
16.751966666666668,6,138,0,39,undefined,UNGRAM,,,99,994
16.751966666666668,6,138,0.99,40,undefined,FILL,,,99,994
16.751966666666668,7,138,0.95,41,undefined,FILL,,,2,101
16.751966666666668,7,138,0.96,42,undefined,FILL,,,2,131
16.751966666666668,7,138,0.7,43,undefined,SUBJ,,,2,3
16.751966666666668,7,138,0.9,44,undefined,WH,,,2,1
16.751966666666668,7,138,0.74,45,undefined,CNPC,,,2,2
16.751966666666668,7,138,1,46,undefined,FILL,,,2,116
16.751966666666668,7,138,0,47,undefined,UNGRAM,,,99,991
16.751966666666668,7,138,0.85,48,undefined,FILL,,,99,991
16.751966666666668,8,138,1,49,undefined,FILL,,,2,137
16.751966666666668,8,138,1,50,undefined,FILL,,,2,107
16.751966666666668,8,138,0.3,51,undefined,SUBJ,,,2,21
16.751966666666668,8,138,0.46,52,undefined,WH,,,2,19
16.751966666666668,8,138,1,53,undefined,FILL,,,2,122
16.751966666666668,8,138,0.17,54,undefined,CNPC,,,2,20
16.751966666666668,9,138,0.19,55,undefined,CNPC,,,2,44
16.751966666666668,9,138,1,56,undefined,FILL,,,2,130
16.751966666666668,9,138,0.99,57,undefined,FILL,,,2,145
16.751966666666668,9,138,0.25,58,undefined,SUBJ,,,2,45
16.751966666666668,9,138,0.73,59,undefined,WH,,,2,43
16.751966666666668,9,138,1,60,undefined,FILL,,,2,115
16.751966666666668,10,138,0.89,61,undefined,WH,,,2,28
16.751966666666668,10,138,1,62,undefined,FILL,,,2,140
16.751966666666668,10,138,1,63,undefined,FILL,,,2,125
16.751966666666668,10,138,1,64,undefined,FILL,,,2,110
16.751966666666668,10,138,0.27,65,undefined,CNPC,,,2,29
16.751966666666668,10,138,0.17,66,undefined,SUBJ,,,2,30
16.751966666666668,11,138,1,67,undefined,FILL,,,2,118
16.751966666666668,11,138,0.38,68,undefined,CNPC,,,2,8
16.751966666666668,11,138,1,69,undefined,FILL,,,2,103
16.751966666666668,11,138,0.96,70,undefined,WH,,,2,7
16.751966666666668,11,138,0.36,71,undefined,SUBJ,,,2,9
16.751966666666668,11,138,0.98,72,undefined,FILL,,,2,133
16.751966666666668,11,138,0,73,undefined,UNGRAM,,,99,993
16.751966666666668,11,138,0.68,74,undefined,FILL,,,99,993
16.751966666666668,12,138,0.66,75,undefined,CNPC,,,2,14
16.751966666666668,12,138,1,76,undefined,FILL,,,2,120
16.751966666666668,12,138,1,77,undefined,FILL,,,2,105
16.751966666666668,12,138,1,78,undefined,FILL,,,2,135
16.751966666666668,12,138,0.65,79,undefined,WH,,,2,13
16.751966666666668,12,138,0.31,80,undefined,SUBJ,,,2,15
16.751966666666668,13,138,1,81,undefined,FILL,,,2,121
16.751966666666668,13,138,0.42,82,undefined,SUBJ,,,2,18
16.751966666666668,13,138,0.35,83,undefined,CNPC,,,2,17
16.751966666666668,13,138,0.88,84,undefined,WH,,,2,16
16.751966666666668,13,138,1,85,undefined,FILL,,,2,106
16.751966666666668,13,138,1,86,undefined,FILL,,,2,136
16.751966666666668,14,138,0.98,87,undefined,FILL,,,2,111
16.751966666666668,14,138,0.82,88,undefined,WH,,,2,31
16.751966666666668,14,138,1,89,undefined,FILL,,,2,141
16.751966666666668,14,138,0.69,90,undefined,SUBJ,,,2,33
16.751966666666668,14,138,0.32,91,undefined,CNPC,,,2,32
16.751966666666668,14,138,1,92,undefined,FILL,,,2,126
16.751966666666668,15,138,0.2,93,undefined,SUBJ,,,2,39
16.751966666666668,15,138,1,94,undefined,FILL,,,2,128
16.751966666666668,15,138,1,95,undefined,FILL,,,2,143
16.751966666666668,15,138,0.26,96,undefined,CNPC,,,2,38
16.751966666666668,15,138,1,97,undefined,FILL,,,2,113
16.751966666666668,15,138,1,98,undefined,WH,,,2,37
9.91535,practice,74,1,0,undefined,practice_good,,0,practice,practice_good
9.91535,practice,74,0,0,undefined,practice_bad,,0,practice,practice_bad
9.91535,1,74,0.94,1,undefined,FILL,,,2,122
9.91535,1,74,0.92,2,undefined,FILL,,,2,107
9.91535,1,74,0.62,3,undefined,WH,,,2,19
9.91535,1,74,0.53,4,undefined,SUBJ,,,2,21
9.91535,1,74,0.55,5,undefined,CNPC,,,2,20
9.91535,1,74,0.96,6,undefined,FILL,,,2,137
9.91535,2,74,0.93,7,undefined,FILL,,,2,141
9.91535,2,74,0.9,8,undefined,FILL,,,2,126
9.91535,2,74,0.8,9,undefined,FILL,,,2,111
9.91535,2,74,0.61,10,undefined,WH,,,2,31
9.91535,2,74,0.62,11,undefined,SUBJ,,,2,33
9.91535,2,74,0.41,12,undefined,CNPC,,,2,32
9.91535,3,74,0.52,13,undefined,SUBJ,,,2,12
9.91535,3,74,0.54,14,undefined,WH,,,2,10
9.91535,3,74,0.18,15,undefined,CNPC,,,2,11
9.91535,3,74,0.84,16,undefined,FILL,,,2,119
9.91535,3,74,0.95,17,undefined,FILL,,,2,134
9.91535,3,74,0.81,18,undefined,FILL,,,2,104
9.91535,3,74,0,19,undefined,UNGRAM,,,99,994
9.91535,3,74,1,20,undefined,FILL,,,99,994
9.91535,4,74,0.59,21,undefined,SUBJ,,,2,3
9.91535,4,74,0.97,22,undefined,FILL,,,2,131
9.91535,4,74,0.54,23,undefined,CNPC,,,2,2
9.91535,4,74,1,24,undefined,FILL,,,2,116
9.91535,4,74,0.8,25,undefined,FILL,,,2,101
9.91535,4,74,0.77,26,undefined,WH,,,2,1
9.91535,4,74,0,27,undefined,UNGRAM,,,99,991
9.91535,4,74,0.92,28,undefined,FILL,,,99,991
9.91535,5,74,0.89,29,undefined,FILL,,,2,118
9.91535,5,74,0.52,30,undefined,CNPC,,,2,8
9.91535,5,74,0.9,31,undefined,FILL,,,2,103
9.91535,5,74,0.48,32,undefined,WH,,,2,7
9.91535,5,74,0.62,33,undefined,SUBJ,,,2,9
9.91535,5,74,0.89,34,undefined,FILL,,,2,133
9.91535,5,74,0,35,undefined,UNGRAM,,,99,993
9.91535,5,74,0.98,36,undefined,FILL,,,99,993
9.91535,6,74,0.89,37,undefined,FILL,,,2,120
9.91535,6,74,0.87,38,undefined,FILL,,,2,105
9.91535,6,74,0.51,39,undefined,SUBJ,,,2,15
9.91535,6,74,0.66,40,undefined,WH,,,2,13
9.91535,6,74,0.98,41,undefined,FILL,,,2,135
9.91535,6,74,0.41,42,undefined,CNPC,,,2,14
9.91535,7,74,0.42,43,undefined,SUBJ,,,2,6
9.91535,7,74,0.93,44,undefined,FILL,,,2,102
9.91535,7,74,0.56,45,undefined,CNPC,,,2,5
9.91535,7,74,0.92,46,undefined,FILL,,,2,132
9.91535,7,74,0.65,47,undefined,WH,,,2,4
9.91535,7,74,0.95,48,undefined,FILL,,,2,117
9.91535,7,74,0,49,undefined,UNGRAM,,,99,992
9.91535,7,74,0.97,50,undefined,FILL,,,99,992
9.91535,8,74,0.93,51,undefined,FILL,,,2,140
9.91535,8,74,0.92,52,undefined,FILL,,,2,110
9.91535,8,74,0.37,53,undefined,CNPC,,,2,29
9.91535,8,74,0.94,54,undefined,FILL,,,2,125
9.91535,8,74,0.66,55,undefined,SUBJ,,,2,30
9.91535,8,74,0.64,56,undefined,WH,,,2,28
9.91535,9,74,0.27,57,undefined,SUBJ,,,2,39
9.91535,9,74,0.94,58,undefined,FILL,,,2,128
9.91535,9,74,0.94,59,undefined,FILL,,,2,143
9.91535,9,74,0.53,60,undefined,FILL,,,2,113
9.91535,9,74,0.79,61,undefined,WH,,,2,37
9.91535,9,74,0.27,62,undefined,CNPC,,,2,38
9.91535,10,74,0.35,63,undefined,SUBJ,,,2,24
9.91535,10,74,0.92,64,undefined,FILL,,,2,138
9.91535,10,74,0.87,65,undefined,WH,,,2,22
9.91535,10,74,0.96,66,undefined,FILL,,,2,108
9.91535,10,74,0.47,67,undefined,CNPC,,,2,23
9.91535,10,74,0.91,68,undefined,FILL,,,2,123
9.91535,11,74,0.43,69,undefined,WH,,,2,43
9.91535,11,74,0.26,70,undefined,SUBJ,,,2,45
9.91535,11,74,0.75,71,undefined,FILL,,,2,115
9.91535,11,74,0.94,72,undefined,FILL,,,2,145
9.91535,11,74,0.62,73,undefined,CNPC,,,2,44
9.91535,11,74,0.94,74,undefined,FILL,,,2,130
9.91535,12,74,0.93,75,undefined,FILL,,,2,136
9.91535,12,74,0.91,76,undefined,FILL,,,2,106
9.91535,12,74,0.57,77,undefined,SUBJ,,,2,18
9.91535,12,74,0.51,78,undefined,WH,,,2,16
9.91535,12,74,0.72,79,undefined,FILL,,,2,121
9.91535,12,74,0.41,80,undefined,CNPC,,,2,17
9.91535,13,74,0.94,81,undefined,FILL,,,2,144
9.91535,13,74,0.53,82,undefined,SUBJ,,,2,42
9.91535,13,74,0.75,83,undefined,FILL,,,2,114
9.91535,13,74,0.93,84,undefined,FILL,,,2,129
9.91535,13,74,0.26,85,undefined,CNPC,,,2,41
9.91535,13,74,0.66,86,undefined,WH,,,2,40
9.91535,14,74,0.45,87,undefined,SUBJ,,,2,36
9.91535,14,74,0.6,88,undefined,WH,,,2,34
9.91535,14,74,0.92,89,undefined,FILL,,,2,127
9.91535,14,74,0.38,90,undefined,CNPC,,,2,35
9.91535,14,74,0.9,91,undefined,FILL,,,2,112
9.91535,14,74,0.9,92,undefined,FILL,,,2,142
9.91535,15,74,0.5,93,undefined,SUBJ,,,2,27
9.91535,15,74,0.61,94,undefined,WH,,,2,25
9.91535,15,74,0.6,95,undefined,CNPC,,,2,26
9.91535,15,74,0.96,96,undefined,FILL,,,2,124
9.91535,15,74,0.96,97,undefined,FILL,,,2,139
9.91535,15,74,0.95,98,undefined,FILL,,,2,109
26.234233333333332,practice,17,0.97,0,undefined,practice_good,,0,practice,practice_good
26.234233333333332,practice,17,0.1,0,undefined,practice_bad,,0,practice,practice_bad
26.234233333333332,1,17,0.38,1,undefined,FILL,,,2,121
26.234233333333332,1,17,0.93,2,undefined,CNPC,,,2,17
26.234233333333332,1,17,0.87,3,undefined,WH,,,2,16
26.234233333333332,1,17,0.83,4,undefined,SUBJ,,,2,18
26.234233333333332,1,17,0.93,5,undefined,FILL,,,2,136
26.234233333333332,1,17,0.88,6,undefined,FILL,,,2,106
26.234233333333332,2,17,0.84,7,undefined,SUBJ,,,2,30
26.234233333333332,2,17,0.89,8,undefined,WH,,,2,28
26.234233333333332,2,17,0.89,9,undefined,FILL,,,2,110
26.234233333333332,2,17,0.91,10,undefined,FILL,,,2,125
26.234233333333332,2,17,0.87,11,undefined,FILL,,,2,140
26.234233333333332,2,17,0.87,12,undefined,CNPC,,,2,29
26.234233333333332,3,17,0.83,13,undefined,FILL,,,2,116
26.234233333333332,3,17,0.73,14,undefined,FILL,,,2,101
26.234233333333332,3,17,0.84,15,undefined,WH,,,2,1
26.234233333333332,3,17,0.84,16,undefined,FILL,,,2,131
26.234233333333332,3,17,0.21,17,undefined,CNPC,,,2,2
26.234233333333332,3,17,0.8,18,undefined,SUBJ,,,2,3
26.234233333333332,3,17,0,19,undefined,UNGRAM,,,99,991
26.234233333333332,3,17,0.83,20,undefined,FILL,,,99,991
26.234233333333332,4,17,0.86,21,undefined,FILL,,,2,135
26.234233333333332,4,17,0.84,22,undefined,WH,,,2,13
26.234233333333332,4,17,0.85,23,undefined,SUBJ,,,2,15
26.234233333333332,4,17,0.09,24,undefined,FILL,,,2,120
26.234233333333332,4,17,0.81,25,undefined,FILL,,,2,105
26.234233333333332,4,17,0.84,26,undefined,CNPC,,,2,14
26.234233333333332,5,17,0.85,27,undefined,CNPC,,,2,35
26.234233333333332,5,17,0.07,28,undefined,WH,,,2,34
26.234233333333332,5,17,0.84,29,undefined,SUBJ,,,2,36
26.234233333333332,5,17,0.85,30,undefined,FILL,,,2,127
26.234233333333332,5,17,0.91,31,undefined,FILL,,,2,142
26.234233333333332,5,17,0.91,32,undefined,FILL,,,2,112
26.234233333333332,6,17,0.89,33,undefined,FILL,,,2,113
26.234233333333332,6,17,0.88,34,undefined,FILL,,,2,128
26.234233333333332,6,17,0.88,35,undefined,SUBJ,,,2,39
26.234233333333332,6,17,0.85,36,undefined,FILL,,,2,143
26.234233333333332,6,17,0.91,37,undefined,CNPC,,,2,38
26.234233333333332,6,17,0.85,38,undefined,WH,,,2,37
26.234233333333332,7,17,0.92,39,undefined,FILL,,,2,122
26.234233333333332,7,17,0.92,40,undefined,CNPC,,,2,20
26.234233333333332,7,17,0.95,41,undefined,WH,,,2,19
26.234233333333332,7,17,0.32,42,undefined,SUBJ,,,2,21
26.234233333333332,7,17,0.92,43,undefined,FILL,,,2,107
26.234233333333332,7,17,0.94,44,undefined,FILL,,,2,137
26.234233333333332,8,17,0.93,45,undefined,FILL,,,2,109
26.234233333333332,8,17,0.93,46,undefined,FILL,,,2,124
26.234233333333332,8,17,0.9,47,undefined,WH,,,2,25
26.234233333333332,8,17,0.97,48,undefined,FILL,,,2,139
26.234233333333332,8,17,0.7,49,undefined,SUBJ,,,2,27
26.234233333333332,8,17,0.86,50,undefined,CNPC,,,2,26
26.234233333333332,9,17,0.87,51,undefined,FILL,,,2,119
26.234233333333332,9,17,0.9,52,undefined,FILL,,,2,134
26.234233333333332,9,17,0.81,53,undefined,FILL,,,2,104
26.234233333333332,9,17,0.87,54,undefined,SUBJ,,,2,12
26.234233333333332,9,17,0.9,55,undefined,CNPC,,,2,11
26.234233333333332,9,17,0.86,56,undefined,WH,,,2,10
26.234233333333332,9,17,0.09,57,undefined,UNGRAM,,,99,994
26.234233333333332,9,17,0.94,58,undefined,FILL,,,99,994
26.234233333333332,10,17,0.93,59,undefined,FILL,,,2,114
26.234233333333332,10,17,0.88,60,undefined,WH,,,2,40
26.234233333333332,10,17,0.93,61,undefined,FILL,,,2,129
26.234233333333332,10,17,0.86,62,undefined,SUBJ,,,2,42
26.234233333333332,10,17,0.91,63,undefined,CNPC,,,2,41
26.234233333333332,10,17,0.78,64,undefined,FILL,,,2,144
26.234233333333332,11,17,0.89,65,undefined,WH,,,2,7
26.234233333333332,11,17,0.95,66,undefined,FILL,,,2,118
26.234233333333332,11,17,0.89,67,undefined,CNPC,,,2,8
26.234233333333332,11,17,0.78,68,undefined,SUBJ,,,2,9
26.234233333333332,11,17,0.89,69,undefined,FILL,,,2,133
26.234233333333332,11,17,0.83,70,undefined,FILL,,,2,103
26.234233333333332,11,17,0.81,71,undefined,UNGRAM,,,99,993
26.234233333333332,11,17,0.29,72,undefined,FILL,,,99,993
26.234233333333332,12,17,0.18,73,undefined,SUBJ,,,2,6
26.234233333333332,12,17,0.9,74,undefined,WH,,,2,4
26.234233333333332,12,17,0.88,75,undefined,CNPC,,,2,5
26.234233333333332,12,17,0.93,76,undefined,FILL,,,2,132
26.234233333333332,12,17,1,77,undefined,FILL,,,2,117
26.234233333333332,12,17,0.93,78,undefined,FILL,,,2,102
26.234233333333332,12,17,0.09,79,undefined,UNGRAM,,,99,992
26.234233333333332,12,17,0.99,80,undefined,FILL,,,99,992
26.234233333333332,13,17,0.68,81,undefined,SUBJ,,,2,24
26.234233333333332,13,17,0.88,82,undefined,CNPC,,,2,23
26.234233333333332,13,17,0.96,83,undefined,FILL,,,2,108
26.234233333333332,13,17,0.95,84,undefined,FILL,,,2,138
26.234233333333332,13,17,1,85,undefined,FILL,,,2,123
26.234233333333332,13,17,1,86,undefined,WH,,,2,22
26.234233333333332,14,17,0.98,87,undefined,FILL,,,2,145
26.234233333333332,14,17,0.06,88,undefined,SUBJ,,,2,45
26.234233333333332,14,17,0.97,89,undefined,FILL,,,2,130
26.234233333333332,14,17,0.96,90,undefined,FILL,,,2,115
26.234233333333332,14,17,0.94,91,undefined,CNPC,,,2,44
26.234233333333332,14,17,0.9,92,undefined,WH,,,2,43
26.234233333333332,15,17,0.86,93,undefined,CNPC,,,2,32
26.234233333333332,15,17,0.91,94,undefined,WH,,,2,31
26.234233333333332,15,17,0.93,95,undefined,FILL,,,2,126
26.234233333333332,15,17,0.94,96,undefined,SUBJ,,,2,33
26.234233333333332,15,17,0.96,97,undefined,FILL,,,2,141
26.234233333333332,15,17,0.91,98,undefined,FILL,,,2,111
19.413183333333333,practice,139,0.99,0,undefined,practice_good,,0,practice,practice_good
19.413183333333333,practice,139,0.02,0,undefined,practice_bad,,0,practice,practice_bad
19.413183333333333,1,139,0.98,1,undefined,FILL,,,2,128
19.413183333333333,1,139,0.38,2,undefined,CNPC,,,2,38
19.413183333333333,1,139,0.97,3,undefined,FILL,,,2,143
19.413183333333333,1,139,0.97,4,undefined,WH,,,2,37
19.413183333333333,1,139,0.86,5,undefined,FILL,,,2,113
19.413183333333333,1,139,0.96,6,undefined,SUBJ,,,2,39
19.413183333333333,2,139,0.65,7,undefined,CNPC,,,2,35
19.413183333333333,2,139,0.95,8,undefined,FILL,,,2,112
19.413183333333333,2,139,0.05,9,undefined,SUBJ,,,2,36
