Answer.time_in_minutes,item_number,first_response_value,wrong_attempts,condition,list_number,trial_sequence_total,Answer.condition,workerid,block_sequence,response
13.65891667,11,,,SUBJ,3,15,undefined,109,3,0.47
,,,,,,,,,,
13.65891667,30,,,WH,3,16,undefined,109,4,0.84
,,,,,,,,,,
13.65891667,28,,,CNPC,3,17,undefined,109,4,0.11
,,,,,,,,,,
13.65891667,29,,,SUBJ,3,18,undefined,109,4,0.53
,,,,,,,,,,
13.65891667,125,,,UNGRAM,3,19,undefined,109,4,0.1
,,,,,,,,,,
13.65891667,110,,,FILL,3,20,undefined,109,4,1
,,,,,,,,,,
13.65891667,8,,,SUBJ,3,21,undefined,109,5,0.5
,,,,,,,,,,
13.65891667,118,,,UNGRAM,3,22,undefined,109,5,0
,,,,,,,,,,
13.65891667,9,,,WH,3,23,undefined,109,5,0.42
,,,,,,,,,,
13.65891667,7,,,CNPC,3,24,undefined,109,5,0.14
,,,,,,,,,,
13.65891667,103,,,FILL,3,25,undefined,109,5,0.8
,,,,,,,,,,
13.65891667,39,,,WH,3,26,undefined,109,6,0.51
,,,,,,,,,,
13.65891667,113,,,FILL,3,27,undefined,109,6,0.62
,,,,,,,,,,
13.65891667,38,,,SUBJ,3,28,undefined,109,6,0.13
,,,,,,,,,,
13.65891667,37,,,CNPC,3,29,undefined,109,6,0.41
,,,,,,,,,,
13.65891667,128,,,UNGRAM,3,30,undefined,109,6,0
,,,,,,,,,,
13.65891667,35,,,SUBJ,3,31,undefined,109,7,0.16
,,,,,,,,,,
13.65891667,34,,,CNPC,3,32,undefined,109,7,0.62
,,,,,,,,,,
13.65891667,112,,,FILL,3,33,undefined,109,7,0.79
,,,,,,,,,,
13.65891667,36,,,WH,3,34,undefined,109,7,0.52
,,,,,,,,,,
13.65891667,127,,,UNGRAM,3,35,undefined,109,7,0.14
,,,,,,,,,,
13.65891667,41,,,SUBJ,3,36,undefined,109,8,0.07
,,,,,,,,,,
13.65891667,42,,,WH,3,37,undefined,109,8,0.31
,,,,,,,,,,
13.65891667,129,,,UNGRAM,3,38,undefined,109,8,0
,,,,,,,,,,
13.65891667,40,,,CNPC,3,39,undefined,109,8,0.54
,,,,,,,,,,
13.65891667,114,,,FILL,3,40,undefined,109,8,0.93
,,,,,,,,,,
13.65891667,130,,,UNGRAM,3,41,undefined,109,9,0
,,,,,,,,,,
13.65891667,115,,,FILL,3,42,undefined,109,9,0.76
,,,,,,,,,,
13.65891667,43,,,CNPC,3,43,undefined,109,9,0.52
,,,,,,,,,,
13.65891667,45,,,WH,3,44,undefined,109,9,0.62
,,,,,,,,,,
13.65891667,44,,,SUBJ,3,45,undefined,109,9,0.42
,,,,,,,,,,
13.65891667,122,,,UNGRAM,3,46,undefined,109,10,0
,,,,,,,,,,
13.65891667,107,,,FILL,3,47,undefined,109,10,0.95
,,,,,,,,,,
13.65891667,20,,,SUBJ,3,48,undefined,109,10,0.17
,,,,,,,,,,
13.65891667,19,,,CNPC,3,49,undefined,109,10,0.44
,,,,,,,,,,
13.65891667,21,,,WH,3,50,undefined,109,10,0.65
,,,,,,,,,,
13.65891667,6,,,WH,3,51,undefined,109,11,0.6
,,,,,,,,,,
13.65891667,4,,,CNPC,3,52,undefined,109,11,0.75
,,,,,,,,,,
13.65891667,102,,,FILL,3,53,undefined,109,11,0.84
,,,,,,,,,,
13.65891667,117,,,UNGRAM,3,54,undefined,109,11,0.1
,,,,,,,,,,
13.65891667,5,,,SUBJ,3,55,undefined,109,11,0.64
,,,,,,,,,,
13.65891667,123,,,UNGRAM,3,56,undefined,109,12,0.02
,,,,,,,,,,
13.65891667,108,,,FILL,3,57,undefined,109,12,0.9
,,,,,,,,,,
13.65891667,24,,,WH,3,58,undefined,109,12,0.66
,,,,,,,,,,
13.65891667,22,,,CNPC,3,59,undefined,109,12,0.62
,,,,,,,,,,
13.65891667,23,,,SUBJ,3,60,undefined,109,12,0.8
,,,,,,,,,,
13.65891667,27,,,WH,3,61,undefined,109,13,0.61
,,,,,,,,,,
13.65891667,25,,,CNPC,3,62,undefined,109,13,0.55
,,,,,,,,,,
13.65891667,124,,,UNGRAM,3,63,undefined,109,13,0.1
,,,,,,,,,,
13.65891667,109,,,FILL,3,64,undefined,109,13,1
,,,,,,,,,,
13.65891667,26,,,SUBJ,3,65,undefined,109,13,0.51
,,,,,,,,,,
13.65891667,15,,,WH,3,66,undefined,109,14,0.92
,,,,,,,,,,
13.65891667,13,,,CNPC,3,67,undefined,109,14,0.33
,,,,,,,,,,
13.65891667,120,,,UNGRAM,3,68,undefined,109,14,0.07
,,,,,,,,,,
13.65891667,14,,,SUBJ,3,69,undefined,109,14,0.42
,,,,,,,,,,
13.65891667,105,,,FILL,3,70,undefined,109,14,0.89
,,,,,,,,,,
13.65891667,2,,,SUBJ,3,71,undefined,109,15,0.9
,,,,,,,,,,
13.65891667,101,,,FILL,3,72,undefined,109,15,0.62
,,,,,,,,,,
13.65891667,3,,,WH,3,73,undefined,109,15,0.87
,,,,,,,,,,
13.65891667,116,,,UNGRAM,3,74,undefined,109,15,0.07
,,,,,,,,,,
13.65891667,1,,,CNPC,3,75,undefined,109,15,0.67
,,,,,,,,,,
14.3419,practice_good,,0,practice_good,practice,0,undefined,110,practice,0.95
,,,,,,,,,,
14.3419,practice_bad,,0,practice_bad,practice,0,undefined,110,practice,0.02
,,,,,,,,,,
14.3419,28,,,CNPC,3,1,undefined,110,1,0.61
,,,,,,,,,,
14.3419,30,,,WH,3,2,undefined,110,1,0.69
,,,,,,,,,,
14.3419,125,,,UNGRAM,3,3,undefined,110,1,0.12
,,,,,,,,,,
14.3419,29,,,SUBJ,3,4,undefined,110,1,0.29
,,,,,,,,,,
14.3419,110,,,FILL,3,5,undefined,110,1,0.94
,,,,,,,,,,
14.3419,14,,,SUBJ,3,6,undefined,110,2,0.7
,,,,,,,,,,
14.3419,105,,,FILL,3,7,undefined,110,2,0.83
,,,,,,,,,,
14.3419,13,,,CNPC,3,8,undefined,110,2,0.34
,,,,,,,,,,
14.3419,15,,,WH,3,9,undefined,110,2,0.47
,,,,,,,,,,
14.3419,120,,,UNGRAM,3,10,undefined,110,2,0.07
,,,,,,,,,,
14.3419,107,,,FILL,3,11,undefined,110,3,0.95
,,,,,,,,,,
14.3419,20,,,SUBJ,3,12,undefined,110,3,0.28
,,,,,,,,,,
14.3419,21,,,WH,3,13,undefined,110,3,0.83
,,,,,,,,,,
14.3419,122,,,UNGRAM,3,14,undefined,110,3,0.07
,,,,,,,,,,
14.3419,19,,,CNPC,3,15,undefined,110,3,0.37
,,,,,,,,,,
14.3419,27,,,WH,3,16,undefined,110,4,0.85
,,,,,,,,,,
14.3419,124,,,UNGRAM,3,17,undefined,110,4,0.02
,,,,,,,,,,
14.3419,109,,,FILL,3,18,undefined,110,4,0.95
,,,,,,,,,,
14.3419,25,,,CNPC,3,19,undefined,110,4,0.6
,,,,,,,,,,
14.3419,26,,,SUBJ,3,20,undefined,110,4,0.51
,,,,,,,,,,
14.3419,12,,,WH,3,21,undefined,110,5,0.76
,,,,,,,,,,
14.3419,10,,,CNPC,3,22,undefined,110,5,0.85
,,,,,,,,,,
14.3419,104,,,FILL,3,23,undefined,110,5,0.98
,,,,,,,,,,
14.3419,11,,,SUBJ,3,24,undefined,110,5,0.58
,,,,,,,,,,
14.3419,119,,,UNGRAM,3,25,undefined,110,5,0.02
,,,,,,,,,,
14.3419,40,,,CNPC,3,26,undefined,110,6,0.49
,,,,,,,,,,
14.3419,114,,,FILL,3,27,undefined,110,6,0.81
,,,,,,,,,,
14.3419,129,,,UNGRAM,3,28,undefined,110,6,0.04
,,,,,,,,,,
14.3419,42,,,WH,3,29,undefined,110,6,0.7
,,,,,,,,,,
14.3419,41,,,SUBJ,3,30,undefined,110,6,0.44
,,,,,,,,,,
14.3419,117,,,UNGRAM,3,31,undefined,110,7,0.04
,,,,,,,,,,
14.3419,102,,,FILL,3,32,undefined,110,7,0.93
,,,,,,,,,,
14.3419,5,,,SUBJ,3,33,undefined,110,7,0.61
,,,,,,,,,,
14.3419,4,,,CNPC,3,34,undefined,110,7,0.41
,,,,,,,,,,
14.3419,6,,,WH,3,35,undefined,110,7,0.83
,,,,,,,,,,
14.3419,35,,,SUBJ,3,36,undefined,110,8,0.66
,,,,,,,,,,
14.3419,36,,,WH,3,37,undefined,110,8,0.67
,,,,,,,,,,
14.3419,127,,,UNGRAM,3,38,undefined,110,8,0.07
,,,,,,,,,,
14.3419,112,,,FILL,3,39,undefined,110,8,0.93
,,,,,,,,,,
14.3419,34,,,CNPC,3,40,undefined,110,8,0.6
,,,,,,,,,,
14.3419,116,,,UNGRAM,3,41,undefined,110,9,0.06
,,,,,,,,,,
14.3419,3,,,WH,3,42,undefined,110,9,0.48
,,,,,,,,,,
14.3419,2,,,SUBJ,3,43,undefined,110,9,0.46
,,,,,,,,,,
14.3419,101,,,FILL,3,44,undefined,110,9,0.89
,,,,,,,,,,
14.3419,1,,,CNPC,3,45,undefined,110,9,0.38
,,,,,,,,,,
14.3419,103,,,FILL,3,46,undefined,110,10,0.79
,,,,,,,,,,
14.3419,8,,,SUBJ,3,47,undefined,110,10,0.34
,,,,,,,,,,
14.3419,9,,,WH,3,48,undefined,110,10,0.35
,,,,,,,,,,
14.3419,118,,,UNGRAM,3,49,undefined,110,10,0.01
,,,,,,,,,,
14.3419,7,,,CNPC,3,50,undefined,110,10,0.34
,,,,,,,,,,
14.3419,39,,,WH,3,51,undefined,110,11,0.81
,,,,,,,,,,
14.3419,38,,,SUBJ,3,52,undefined,110,11,0.52
,,,,,,,,,,
14.3419,37,,,CNPC,3,53,undefined,110,11,0.28
,,,,,,,,,,
14.3419,113,,,FILL,3,54,undefined,110,11,0.6
,,,,,,,,,,
14.3419,128,,,UNGRAM,3,55,undefined,110,11,0.02
,,,,,,,,,,
14.3419,108,,,FILL,3,56,undefined,110,12,0.99
,,,,,,,,,,
14.3419,24,,,WH,3,57,undefined,110,12,0.8
,,,,,,,,,,
14.3419,23,,,SUBJ,3,58,undefined,110,12,0.62
,,,,,,,,,,
14.3419,123,,,UNGRAM,3,59,undefined,110,12,0.01
,,,,,,,,,,
14.3419,22,,,CNPC,3,60,undefined,110,12,0.46
,,,,,,,,,,
14.3419,121,,,UNGRAM,3,61,undefined,110,13,0.03
,,,,,,,,,,
14.3419,17,,,SUBJ,3,62,undefined,110,13,0.3
,,,,,,,,,,
14.3419,16,,,CNPC,3,63,undefined,110,13,0.37
,,,,,,,,,,
14.3419,106,,,FILL,3,64,undefined,110,13,1
,,,,,,,,,,
14.3419,18,,,WH,3,65,undefined,110,13,0.71
,,,,,,,,,,
14.3419,32,,,SUBJ,3,66,undefined,110,14,0.39
,,,,,,,,,,
14.3419,126,,,UNGRAM,3,67,undefined,110,14,0.04
,,,,,,,,,,
14.3419,31,,,CNPC,3,68,undefined,110,14,0.39
,,,,,,,,,,
14.3419,111,,,FILL,3,69,undefined,110,14,0.85
,,,,,,,,,,
14.3419,33,,,WH,3,70,undefined,110,14,0.41
,,,,,,,,,,
14.3419,44,,,SUBJ,3,71,undefined,110,15,0.69
,,,,,,,,,,
14.3419,115,,,FILL,3,72,undefined,110,15,0.63
,,,,,,,,,,
14.3419,130,,,UNGRAM,3,73,undefined,110,15,0.01
,,,,,,,,,,
14.3419,43,,,CNPC,3,74,undefined,110,15,0.35
,,,,,,,,,,
14.3419,45,,,WH,3,75,undefined,110,15,0.95
,,,,,,,,,,
20.60905,practice_good,,0,practice_good,practice,0,undefined,111,practice,0.95
,,,,,,,,,,
20.60905,practice_bad,,0,practice_bad,practice,0,undefined,111,practice,0.07
,,,,,,,,,,
20.60905,38,,,SUBJ,3,1,undefined,111,1,0.06
,,,,,,,,,,
20.60905,128,,,UNGRAM,3,2,undefined,111,1,0.3
,,,,,,,,,,
20.60905,39,,,WH,3,3,undefined,111,1,0.84
,,,,,,,,,,
20.60905,37,,,CNPC,3,4,undefined,111,1,0.62
,,,,,,,,,,
20.60905,113,,,FILL,3,5,undefined,111,1,0.92
,,,,,,,,,,
20.60905,1,,,CNPC,3,6,undefined,111,2,0.34
,,,,,,,,,,
20.60905,101,,,FILL,3,7,undefined,111,2,0.98
,,,,,,,,,,
20.60905,2,,,SUBJ,3,8,undefined,111,2,0.31
,,,,,,,,,,
20.60905,116,,,UNGRAM,3,9,undefined,111,2,0.06
,,,,,,,,,,
20.60905,3,,,WH,3,10,undefined,111,2,0.25
,,,,,,,,,,
20.60905,108,,,FILL,3,11,undefined,111,3,0.98
,,,,,,,,,,
20.60905,23,,,SUBJ,3,12,undefined,111,3,0.95
,,,,,,,,,,
20.60905,123,,,UNGRAM,3,13,undefined,111,3,0.18
,,,,,,,,,,
20.60905,22,,,CNPC,3,14,undefined,111,3,0.39
,,,,,,,,,,
20.60905,24,,,WH,3,15,undefined,111,3,0.92
,,,,,,,,,,
20.60905,107,,,FILL,3,16,undefined,111,4,0.95
,,,,,,,,,,
20.60905,21,,,WH,3,17,undefined,111,4,0.26
,,,,,,,,,,
20.60905,20,,,SUBJ,3,18,undefined,111,4,0.25
,,,,,,,,,,
20.60905,122,,,UNGRAM,3,19,undefined,111,4,0.02
,,,,,,,,,,
20.60905,19,,,CNPC,3,20,undefined,111,4,0.6
,,,,,,,,,,
20.60905,35,,,SUBJ,3,21,undefined,111,5,0.26
,,,,,,,,,,
20.60905,34,,,CNPC,3,22,undefined,111,5,0.98
,,,,,,,,,,
20.60905,36,,,WH,3,23,undefined,111,5,0.93
,,,,,,,,,,
20.60905,112,,,FILL,3,24,undefined,111,5,0.96
,,,,,,,,,,
20.60905,127,,,UNGRAM,3,25,undefined,111,5,0.04
,,,,,,,,,,
20.60905,106,,,FILL,3,26,undefined,111,6,0.98
,,,,,,,,,,
20.60905,16,,,CNPC,3,27,undefined,111,6,0.99
,,,,,,,,,,
20.60905,121,,,UNGRAM,3,28,undefined,111,6,0.04
,,,,,,,,,,
20.60905,18,,,WH,3,29,undefined,111,6,0.61
,,,,,,,,,,
20.60905,17,,,SUBJ,3,30,undefined,111,6,0.47
,,,,,,,,,,
20.60905,129,,,UNGRAM,3,31,undefined,111,7,0.07
,,,,,,,,,,
20.60905,114,,,FILL,3,32,undefined,111,7,0.82
,,,,,,,,,,
20.60905,41,,,SUBJ,3,33,undefined,111,7,0.65
,,,,,,,,,,
20.60905,42,,,WH,3,34,undefined,111,7,0.85
,,,,,,,,,,
20.60905,40,,,CNPC,3,35,undefined,111,7,0.93
,,,,,,,,,,
20.60905,117,,,UNGRAM,3,36,undefined,111,8,0.03
,,,,,,,,,,
20.60905,6,,,WH,3,37,undefined,111,8,0.77
,,,,,,,,,,
20.60905,5,,,SUBJ,3,38,undefined,111,8,0.86
,,,,,,,,,,
20.60905,4,,,CNPC,3,39,undefined,111,8,0.89
,,,,,,,,,,
20.60905,102,,,FILL,3,40,undefined,111,8,0.96
,,,,,,,,,,
20.60905,105,,,FILL,3,41,undefined,111,9,0.96
,,,,,,,,,,
20.60905,120,,,UNGRAM,3,42,undefined,111,9,0.14
,,,,,,,,,,
20.60905,15,,,WH,3,43,undefined,111,9,0.87
,,,,,,,,,,
20.60905,14,,,SUBJ,3,44,undefined,111,9,0.88
,,,,,,,,,,
20.60905,13,,,CNPC,3,45,undefined,111,9,0.43
,,,,,,,,,,
20.60905,125,,,UNGRAM,3,46,undefined,111,10,0.25
,,,,,,,,,,
20.60905,29,,,SUBJ,3,47,undefined,111,10,0.45
,,,,,,,,,,
20.60905,28,,,CNPC,3,48,undefined,111,10,0.83
,,,,,,,,,,
20.60905,30,,,WH,3,49,undefined,111,10,0.72
,,,,,,,,,,
20.60905,110,,,FILL,3,50,undefined,111,10,0.99
,,,,,,,,,,
20.60905,11,,,SUBJ,3,51,undefined,111,11,0.55
,,,,,,,,,,
20.60905,104,,,FILL,3,52,undefined,111,11,1
,,,,,,,,,,
20.60905,10,,,CNPC,3,53,undefined,111,11,0.72
,,,,,,,,,,
20.60905,12,,,WH,3,54,undefined,111,11,0.63
,,,,,,,,,,
20.60905,119,,,UNGRAM,3,55,undefined,111,11,0.16
,,,,,,,,,,
20.60905,27,,,WH,3,56,undefined,111,12,0.66
,,,,,,,,,,
20.60905,109,,,FILL,3,57,undefined,111,12,0.98
,,,,,,,,,,
20.60905,124,,,UNGRAM,3,58,undefined,111,12,0.31
,,,,,,,,,,
20.60905,26,,,SUBJ,3,59,undefined,111,12,0.18
,,,,,,,,,,
20.60905,25,,,CNPC,3,60,undefined,111,12,0.97
,,,,,,,,,,
20.60905,103,,,FILL,3,61,undefined,111,13,0.85
,,,,,,,,,,
20.60905,9,,,WH,3,62,undefined,111,13,0.88
,,,,,,,,,,
20.60905,7,,,CNPC,3,63,undefined,111,13,0.97
,,,,,,,,,,
20.60905,118,,,UNGRAM,3,64,undefined,111,13,0.2
,,,,,,,,,,
20.60905,8,,,SUBJ,3,65,undefined,111,13,0.73
,,,,,,,,,,
20.60905,44,,,SUBJ,3,66,undefined,111,14,0.78
,,,,,,,,,,
20.60905,43,,,CNPC,3,67,undefined,111,14,0.92
,,,,,,,,,,
20.60905,130,,,UNGRAM,3,68,undefined,111,14,0.1
,,,,,,,,,,
20.60905,45,,,WH,3,69,undefined,111,14,0.95
,,,,,,,,,,
20.60905,115,,,FILL,3,70,undefined,111,14,0.96
,,,,,,,,,,
20.60905,126,,,UNGRAM,3,71,undefined,111,15,0.26
,,,,,,,,,,
20.60905,31,,,CNPC,3,72,undefined,111,15,0.94
,,,,,,,,,,
20.60905,111,,,FILL,3,73,undefined,111,15,0.41
,,,,,,,,,,
20.60905,33,,,WH,3,74,undefined,111,15,0.97
,,,,,,,,,,
20.60905,32,,,SUBJ,3,75,undefined,111,15,0.99
,,,,,,,,,,
16.77455,practice_good,,0,practice_good,practice,0,undefined,112,practice,0.99
,,,,,,,,,,
16.77455,practice_bad,,0,practice_bad,practice,0,undefined,112,practice,0.02
,,,,,,,,,,
16.77455,29,,,SUBJ,3,1,undefined,112,1,0.13
,,,,,,,,,,
16.77455,28,,,CNPC,3,2,undefined,112,1,0.3
,,,,,,,,,,
16.77455,125,,,UNGRAM,3,3,undefined,112,1,0.01
,,,,,,,,,,
16.77455,30,,,WH,3,4,undefined,112,1,0.31
,,,,,,,,,,
16.77455,110,,,FILL,3,5,undefined,112,1,0.98
,,,,,,,,,,
16.77455,120,,,UNGRAM,3,6,undefined,112,2,0.01
,,,,,,,,,,
16.77455,14,,,SUBJ,3,7,undefined,112,2,0.15
,,,,,,,,,,
16.77455,15,,,WH,3,8,undefined,112,2,0.99
,,,,,,,,,,
16.77455,105,,,FILL,3,9,undefined,112,2,0.75
,,,,,,,,,,
16.77455,13,,,CNPC,3,10,undefined,112,2,0.14
,,,,,,,,,,
16.77455,37,,,CNPC,3,11,undefined,112,3,0.13
,,,,,,,,,,
16.77455,38,,,SUBJ,3,12,undefined,112,3,0.05
,,,,,,,,,,
16.77455,113,,,FILL,3,13,undefined,112,3,0.71
,,,,,,,,,,
16.77455,39,,,WH,3,14,undefined,112,3,0.69
,,,,,,,,,,
16.77455,128,,,UNGRAM,3,15,undefined,112,3,0.02
,,,,,,,,,,
16.77455,32,,,SUBJ,3,16,undefined,112,4,0.24
,,,,,,,,,,
16.77455,126,,,UNGRAM,3,17,undefined,112,4,0.01
,,,,,,,,,,
16.77455,33,,,WH,3,18,undefined,112,4,0.66
,,,,,,,,,,
16.77455,31,,,CNPC,3,19,undefined,112,4,0.01
,,,,,,,,,,
16.77455,111,,,FILL,3,20,undefined,112,4,0.99
,,,,,,,,,,
16.77455,40,,,CNPC,3,21,undefined,112,5,0.21
,,,,,,,,,,
16.77455,41,,,SUBJ,3,22,undefined,112,5,0.13
,,,,,,,,,,
16.77455,114,,,FILL,3,23,undefined,112,5,0.99
,,,,,,,,,,
16.77455,42,,,WH,3,24,undefined,112,5,0.59
,,,,,,,,,,
16.77455,129,,,UNGRAM,3,25,undefined,112,5,0.01
,,,,,,,,,,
16.77455,117,,,UNGRAM,3,26,undefined,112,6,0.01
,,,,,,,,,,
16.77455,6,,,WH,3,27,undefined,112,6,0.99
,,,,,,,,,,
16.77455,4,,,CNPC,3,28,undefined,112,6,0.29
,,,,,,,,,,
16.77455,102,,,FILL,3,29,undefined,112,6,0.98
,,,,,,,,,,
16.77455,5,,,SUBJ,3,30,undefined,112,6,0.28
,,,,,,,,,,
16.77455,109,,,FILL,3,31,undefined,112,7,0.99
,,,,,,,,,,
16.77455,27,,,WH,3,32,undefined,112,7,0.77
,,,,,,,,,,
16.77455,25,,,CNPC,3,33,undefined,112,7,0.29
,,,,,,,,,,
16.77455,124,,,UNGRAM,3,34,undefined,112,7,0.01
,,,,,,,,,,
16.77455,26,,,SUBJ,3,35,undefined,112,7,0.23
,,,,,,,,,,
16.77455,12,,,WH,3,36,undefined,112,8,0.51
,,,,,,,,,,
16.77455,10,,,CNPC,3,37,undefined,112,8,0.12
,,,,,,,,,,
16.77455,104,,,FILL,3,38,undefined,112,8,0.72
,,,,,,,,,,
16.77455,11,,,SUBJ,3,39,undefined,112,8,0.37
,,,,,,,,,,
16.77455,119,,,UNGRAM,3,40,undefined,112,8,0.01
,,,,,,,,,,
16.77455,3,,,WH,3,41,undefined,112,9,0.81
,,,,,,,,,,
16.77455,2,,,SUBJ,3,42,undefined,112,9,0.47
,,,,,,,,,,
16.77455,116,,,UNGRAM,3,43,undefined,112,9,0.01
,,,,,,,,,,
16.77455,1,,,CNPC,3,44,undefined,112,9,0.23
,,,,,,,,,,
16.77455,101,,,FILL,3,45,undefined,112,9,0.65
,,,,,,,,,,
16.77455,103,,,FILL,3,46,undefined,112,10,0.64
,,,,,,,,,,
16.77455,9,,,WH,3,47,undefined,112,10,0.19
,,,,,,,,,,
16.77455,118,,,UNGRAM,3,48,undefined,112,10,0.02
,,,,,,,,,,
16.77455,8,,,SUBJ,3,49,undefined,112,10,0.47
,,,,,,,,,,
16.77455,7,,,CNPC,3,50,undefined,112,10,0.05
,,,,,,,,,,
16.77455,22,,,CNPC,3,51,undefined,112,11,0.25
,,,,,,,,,,
16.77455,24,,,WH,3,52,undefined,112,11,0.78
,,,,,,,,,,
16.77455,123,,,UNGRAM,3,53,undefined,112,11,0.01
,,,,,,,,,,
16.77455,108,,,FILL,3,54,undefined,112,11,0.82
,,,,,,,,,,
16.77455,23,,,SUBJ,3,55,undefined,112,11,0.49
,,,,,,,,,,
16.77455,20,,,SUBJ,3,56,undefined,112,12,0.4
,,,,,,,,,,
16.77455,107,,,FILL,3,57,undefined,112,12,0.69
,,,,,,,,,,
16.77455,19,,,CNPC,3,58,undefined,112,12,0.11
,,,,,,,,,,
16.77455,21,,,WH,3,59,undefined,112,12,0.83
,,,,,,,,,,
16.77455,122,,,UNGRAM,3,60,undefined,112,12,0.02
,,,,,,,,,,
16.77455,121,,,UNGRAM,3,61,undefined,112,13,0.01
,,,,,,,,,,
16.77455,106,,,FILL,3,62,undefined,112,13,0.98
,,,,,,,,,,
16.77455,18,,,WH,3,63,undefined,112,13,0.93
,,,,,,,,,,
16.77455,16,,,CNPC,3,64,undefined,112,13,0.33
,,,,,,,,,,
16.77455,17,,,SUBJ,3,65,undefined,112,13,0.55
,,,,,,,,,,
16.77455,112,,,FILL,3,66,undefined,112,14,0.38
,,,,,,,,,,
16.77455,35,,,SUBJ,3,67,undefined,112,14,0.7
,,,,,,,,,,
16.77455,127,,,UNGRAM,3,68,undefined,112,14,0.01
,,,,,,,,,,
16.77455,34,,,CNPC,3,69,undefined,112,14,0.13
,,,,,,,,,,
16.77455,36,,,WH,3,70,undefined,112,14,0.61
,,,,,,,,,,
16.77455,44,,,SUBJ,3,71,undefined,112,15,0.98
,,,,,,,,,,
16.77455,45,,,WH,3,72,undefined,112,15,1
,,,,,,,,,,
16.77455,43,,,CNPC,3,73,undefined,112,15,0.29
,,,,,,,,,,
16.77455,115,,,FILL,3,74,undefined,112,15,0.46
,,,,,,,,,,
16.77455,130,,,UNGRAM,3,75,undefined,112,15,0.01
,,,,,,,,,,
8.12265,practice_good,,0,practice_good,practice,0,undefined,113,practice,1
,,,,,,,,,,
8.12265,practice_bad,,0,practice_bad,practice,0,undefined,113,practice,0
,,,,,,,,,,
8.12265,30,,,WH,3,1,undefined,113,1,0.23
,,,,,,,,,,
8.12265,110,,,FILL,3,2,undefined,113,1,0.98
,,,,,,,,,,
8.12265,29,,,SUBJ,3,3,undefined,113,1,0.09
,,,,,,,,,,
8.12265,28,,,CNPC,3,4,undefined,113,1,0.82
,,,,,,,,,,
8.12265,125,,,UNGRAM,3,5,undefined,113,1,0.01
,,,,,,,,,,
8.12265,11,,,SUBJ,3,6,undefined,113,2,0.33
,,,,,,,,,,
8.12265,12,,,WH,3,7,undefined,113,2,0.62
,,,,,,,,,,
8.12265,10,,,CNPC,3,8,undefined,113,2,0.6
,,,,,,,,,,
8.12265,119,,,UNGRAM,3,9,undefined,113,2,0.01
,,,,,,,,,,
8.12265,104,,,FILL,3,10,undefined,113,2,0.99
,,,,,,,,,,
8.12265,31,,,CNPC,3,11,undefined,113,3,0.58
,,,,,,,,,,
8.12265,111,,,FILL,3,12,undefined,113,3,1
,,,,,,,,,,
8.12265,33,,,WH,3,13,undefined,113,3,0.9
,,,,,,,,,,
8.12265,32,,,SUBJ,3,14,undefined,113,3,0.53
,,,,,,,,,,
8.12265,126,,,UNGRAM,3,15,undefined,113,3,0.01
,,,,,,,,,,
8.12265,16,,,CNPC,3,16,undefined,113,4,0.46
,,,,,,,,,,
8.12265,121,,,UNGRAM,3,17,undefined,113,4,0.02
,,,,,,,,,,
8.12265,17,,,SUBJ,3,18,undefined,113,4,0.26
,,,,,,,,,,
8.12265,106,,,FILL,3,19,undefined,113,4,0.99
,,,,,,,,,,
8.12265,18,,,WH,3,20,undefined,113,4,0.95
,,,,,,,,,,
8.12265,103,,,FILL,3,21,undefined,113,5,1
,,,,,,,,,,
8.12265,9,,,WH,3,22,undefined,113,5,0.88
,,,,,,,,,,
8.12265,8,,,SUBJ,3,23,undefined,113,5,0.81
,,,,,,,,,,
8.12265,118,,,UNGRAM,3,24,undefined,113,5,0
,,,,,,,,,,
8.12265,7,,,CNPC,3,25,undefined,113,5,0.39
,,,,,,,,,,
8.12265,27,,,WH,3,26,undefined,113,6,0.76
,,,,,,,,,,
8.12265,109,,,FILL,3,27,undefined,113,6,1
,,,,,,,,,,
8.12265,25,,,CNPC,3,28,undefined,113,6,0.93
,,,,,,,,,,
8.12265,26,,,SUBJ,3,29,undefined,113,6,0.57
,,,,,,,,,,
8.12265,124,,,UNGRAM,3,30,undefined,113,6,0.02
,,,,,,,,,,
8.12265,36,,,WH,3,31,undefined,113,7,0.6
,,,,,,,,,,
8.12265,34,,,CNPC,3,32,undefined,113,7,0.65
,,,,,,,,,,
8.12265,112,,,FILL,3,33,undefined,113,7,0.82
,,,,,,,,,,
8.12265,35,,,SUBJ,3,34,undefined,113,7,0.31
,,,,,,,,,,
8.12265,127,,,UNGRAM,3,35,undefined,113,7,0
,,,,,,,,,,
8.12265,21,,,WH,3,36,undefined,113,8,0.85
,,,,,,,,,,
8.12265,122,,,UNGRAM,3,37,undefined,113,8,0
,,,,,,,,,,
8.12265,20,,,SUBJ,3,38,undefined,113,8,0.56
,,,,,,,,,,
8.12265,19,,,CNPC,3,39,undefined,113,8,0.91
,,,,,,,,,,
8.12265,107,,,FILL,3,40,undefined,113,8,1
,,,,,,,,,,
8.12265,108,,,FILL,3,41,undefined,113,9,1
,,,,,,,,,,
8.12265,123,,,UNGRAM,3,42,undefined,113,9,0
,,,,,,,,,,
8.12265,24,,,WH,3,43,undefined,113,9,0.86
,,,,,,,,,,
8.12265,23,,,SUBJ,3,44,undefined,113,9,0.99
,,,,,,,,,,
